timestamp,gps_x,gps_y,emo_score
2025-11-27T04:08:26.706Z,25.0000333,121.5150966,1
2025-11-27T01:10:35.700Z,25.000051,121.5150789,4
2025-11-26T10:55:11.327Z,25.0195874,121.5403565,5
